ipa,syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,tense,long,hitone,hireg
ɘ̥ˤ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,-,+,-,-,-,+,-,0,0
ɤ̥ˤ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̥,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̈,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɘˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,-,-,-,+,-,0,0
ɤˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̝,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̞,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̆,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̘,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̟,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̠,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̥ː,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,-,+,+,-,-,+,+,0,0
ɑːˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,+,0,0
ɘːˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,-,-,-,+,+,0,0
ɑˤː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,+,0,0
ɘˤː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,-,-,-,+,+,0,0
ɤˤː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,+,0,0
ɑ̘ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,+,0,0
ɑː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,+,0,0
ɤːˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,-,+,+,-,-,+,+,0,0
ɞ̥ˤ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,-,+,-,+,-,-,-,0,0
ɞˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,+,-,+,-,-,-,0,0
ɞˤː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,+,-,+,-,-,+,0,0
ɞːˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,+,-,+,-,-,+,0,0
ɵ̥ˤ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,-,+,-,+,-,+,-,0,0
ɵˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,+,-,+,-,+,-,0,0
ɵːˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,+,-,+,-,+,+,0,0
ɵˤː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,-,+,-,+,-,+,+,0,0
ɘ̙ˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,-,-,-,-,-,0,0
ɤ̙ˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,-,-,-,-,0,0
ɘ̥ˠ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,+,-,-,-,-,+,-,0,0
ɤ̥ˠ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,+,-,+,-,-,+,-,0,0
ɘ̘ˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,-,-,-,+,-,0,0
ɤ̘ˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,-,-,+,-,0,0
ɘˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,-,-,-,+,-,0,0
ɤˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,-,-,+,-,0,0
ɘːˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,-,-,-,+,+,0,0
ɤːˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,-,+,-,-,+,+,0,0
ɰ̩,+,+,-,+,0,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,+,-,0,0
ɘ˞,+,+,-,+,0,-,-,-,+,-,-,-,-,0,-,+,-,-,+,-,+,-,0,0
ɤ˞,+,+,-,+,0,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,+,-,0,0
ʉ̙,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,-,-,0,0
ʉ̙ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,-,+,0,0
ʉ̥,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̈,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̝,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̞,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̆,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̘,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̟,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̠,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̥ː,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,+,-,+,+,-,+,+,0,0
ʉ̘ː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,+,0,0
ʉː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,+,0,0
ɞ̥ˠ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,+,-,-,+,-,-,-,0,0
ɞ̙ˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,-,+,-,-,-,0,0
ɵ̙ˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,-,+,-,-,-,0,0
ʉ̙ˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,-,-,0,0
ɞˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,-,+,-,-,-,0,0
ɞːˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,-,+,-,-,+,0,0
ɵ̥ˠ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,+,-,-,+,-,+,-,0,0
ʉ̥ˠ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ɞ̘ˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,-,+,-,+,-,0,0
ɵ̘ˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,-,+,-,+,-,0,0
ʉ̘ˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ɵˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,-,+,-,+,-,0,0
ʉˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ɵːˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,-,+,-,+,+,0,0
ʉːˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,+,+,0,0
ɞ˞,+,+,-,+,0,-,-,-,+,-,-,-,-,0,+,+,-,-,+,-,-,-,0,0
ɥ̩,+,+,-,+,0,-,-,-,+,-,-,-,-,0,+,+,-,-,+,-,+,-,0,0
ɵ˞,+,+,-,+,0,-,-,-,+,-,-,-,-,0,+,+,-,-,+,-,+,-,0,0
ʉ˞,+,+,-,+,0,-,-,-,+,-,-,-,-,0,+,+,-,+,+,-,+,-,0,0
ɑ̙ˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,+,+,-,-,-,-,0,0
ɑ̥ˠ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,-,+,+,+,-,-,+,-,0,0
ɑ̘ˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,+,+,-,-,+,-,0,0
ɑˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,+,+,-,-,+,-,0,0
ɑːˠ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,-,+,+,+,-,-,+,+,0,0
ɑ˞,+,+,-,+,0,-,-,-,+,-,-,-,-,0,-,+,+,+,+,-,+,-,0,0
ʉ̥ˤ,+,+,-,+,0,-,-,-,-,-,-,0,-,0,+,+,+,+,+,-,+,-,0,0
ʉˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,+,+,+,-,+,-,0,0
ʉːˤ,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,+,+,+,-,+,+,0,0
ʉˤː,+,+,-,+,0,-,-,-,+,-,-,0,-,0,+,+,+,+,+,-,+,+,0,0
ɘ̰,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,-,-,-,-,-,+,-,0,0
ɘˀ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,-,-,-,-,-,+,-,0,0
ˀɘ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,-,-,-,-,-,+,-,0,0
ɘ̰ː,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,-,-,-,-,-,+,+,0,0
ɤ̰,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,-,-,+,-,-,+,-,0,0
ɤˀ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,-,-,+,-,-,+,-,0,0
ˀɤ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,-,-,+,-,-,+,-,0,0
ɤ̰ː,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,-,-,+,-,-,+,+,0,0
ɞ̰,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,-,-,-,+,-,-,-,0,0
ɞˀ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,-,-,-,+,-,-,-,0,0
ˀɞ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,-,-,-,+,-,-,-,0,0
ɞ̰ː,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,-,-,-,+,-,-,+,0,0
ɵ̰,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,-,-,-,+,-,+,-,0,0
ɵˀ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,-,-,-,+,-,+,-,0,0
ˀɵ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,-,-,-,+,-,+,-,0,0
ɵ̰ː,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,-,-,-,+,-,+,+,0,0
ɑ̰ˤ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,-,+,+,-,-,+,-,0,0
ɘ̰ˤ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,-,+,-,-,-,+,-,0,0
ɤ̰ˤ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̰,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑˀ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,-,+,+,-,-,+,-,0,0
ˀɑ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̰ː,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,-,+,+,-,-,+,+,0,0
ɞ̰ˤ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,-,+,-,+,-,-,-,0,0
ɵ̰ˤ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,-,+,-,+,-,+,-,0,0
ɘ̰ˠ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,+,-,-,-,-,+,-,0,0
ɤ̰ˠ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,+,-,+,-,-,+,-,0,0
ʉ̰,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉˀ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,+,-,+,+,-,+,-,0,0
ˀʉ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̰ː,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,+,-,+,+,-,+,+,0,0
ɞ̰ˠ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,+,-,-,+,-,-,-,0,0
ɵ̰ˠ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,+,-,-,+,-,+,-,0,0
ʉ̰ˠ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,+,-,+,+,-,+,-,0,0
ɑ̰ˠ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,-,+,+,+,-,-,+,-,0,0
ʉ̰ˤ,+,+,-,+,0,-,-,-,+,-,+,0,-,0,+,+,+,+,+,-,+,-,0,0
ɘ̤̥,+,+,-,+,0,-,-,-,-,+,-,0,-,0,-,-,-,-,-,-,+,-,0,0
ɘ̤,+,+,-,+,0,-,-,-,+,+,-,0,-,0,-,-,-,-,-,-,+,-,0,0
ɘ̤ː,+,+,-,+,0,-,-,-,+,+,-,0,-,0,-,-,-,-,-,-,+,+,0,0
ɤ̤̥,+,+,-,+,0,-,-,-,-,+,-,0,-,0,-,-,-,+,-,-,+,-,0,0
ɤ̤,+,+,-,+,0,-,-,-,+,+,-,0,-,0,-,-,-,+,-,-,+,-,0,0
ɤ̤ː,+,+,-,+,0,-,-,-,+,+,-,0,-,0,-,-,-,+,-,-,+,+,0,0
ɞ̤̥,+,+,-,+,0,-,-,-,-,+,-,0,-,0,+,-,-,-,+,-,-,-,0,0
ɞ̤,+,+,-,+,0,-,-,-,+,+,-,0,-,0,+,-,-,-,+,-,-,-,0,0
ɞ̤ː,+,+,-,+,0,-,-,-,+,+,-,0,-,0,+,-,-,-,+,-,-,+,0,0
ɵ̤̥,+,+,-,+,0,-,-,-,-,+,-,0,-,0,+,-,-,-,+,-,+,-,0,0
ɵ̤,+,+,-,+,0,-,-,-,+,+,-,0,-,0,+,-,-,-,+,-,+,-,0,0
ɵ̤ː,+,+,-,+,0,-,-,-,+,+,-,0,-,0,+,-,-,-,+,-,+,+,0,0
ɑ̤̥,+,+,-,+,0,-,-,-,-,+,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̤,+,+,-,+,0,-,-,-,+,+,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̤ˤ,+,+,-,+,0,-,-,-,+,+,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɘ̤ˤ,+,+,-,+,0,-,-,-,+,+,-,0,-,0,-,-,+,-,-,-,+,-,0,0
ɤ̤ˤ,+,+,-,+,0,-,-,-,+,+,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̤ː,+,+,-,+,0,-,-,-,+,+,-,0,-,0,-,-,+,+,-,-,+,+,0,0
ɞ̤ˤ,+,+,-,+,0,-,-,-,+,+,-,0,-,0,+,-,+,-,+,-,-,-,0,0
ɵ̤ˤ,+,+,-,+,0,-,-,-,+,+,-,0,-,0,+,-,+,-,+,-,+,-,0,0
ɘ̤ˠ,+,+,-,+,0,-,-,-,+,+,-,0,-,0,-,+,-,-,-,-,+,-,0,0
ɤ̤ˠ,+,+,-,+,0,-,-,-,+,+,-,0,-,0,-,+,-,+,-,-,+,-,0,0
ʉ̤̥,+,+,-,+,0,-,-,-,-,+,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̤,+,+,-,+,0,-,-,-,+,+,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̤ː,+,+,-,+,0,-,-,-,+,+,-,0,-,0,+,+,-,+,+,-,+,+,0,0
ɞ̤ˠ,+,+,-,+,0,-,-,-,+,+,-,0,-,0,+,+,-,-,+,-,-,-,0,0
ɵ̤ˠ,+,+,-,+,0,-,-,-,+,+,-,0,-,0,+,+,-,-,+,-,+,-,0,0
ʉ̤ˠ,+,+,-,+,0,-,-,-,+,+,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ɑ̤ˠ,+,+,-,+,0,-,-,-,+,+,-,0,-,0,-,+,+,+,-,-,+,-,0,0
ʉ̤ˤ,+,+,-,+,0,-,-,-,+,+,-,0,-,0,+,+,+,+,+,-,+,-,0,0
ɘ̃,+,+,-,+,0,-,+,-,+,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0
ɘ̃ː,+,+,-,+,0,-,+,-,+,-,-,0,-,0,-,-,-,-,-,-,+,+,0,0
ɤ̃,+,+,-,+,0,-,+,-,+,-,-,0,-,0,-,-,-,+,-,-,+,-,0,0
ɤ̃ː,+,+,-,+,0,-,+,-,+,-,-,0,-,0,-,-,-,+,-,-,+,+,0,0
ɞ̃,+,+,-,+,0,-,+,-,+,-,-,0,-,0,+,-,-,-,+,-,-,-,0,0
ɞ̃ː,+,+,-,+,0,-,+,-,+,-,-,0,-,0,+,-,-,-,+,-,-,+,0,0
ɵ̃,+,+,-,+,0,-,+,-,+,-,-,0,-,0,+,-,-,-,+,-,+,-,0,0
ɵ̃ː,+,+,-,+,0,-,+,-,+,-,-,0,-,0,+,-,-,-,+,-,+,+,0,0
ɑ̃ˤ,+,+,-,+,0,-,+,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɘ̃ˤ,+,+,-,+,0,-,+,-,+,-,-,0,-,0,-,-,+,-,-,-,+,-,0,0
ɤ̃ˤ,+,+,-,+,0,-,+,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̃,+,+,-,+,0,-,+,-,+,-,-,0,-,0,-,-,+,+,-,-,+,-,0,0
ɑ̃ː,+,+,-,+,0,-,+,-,+,-,-,0,-,0,-,-,+,+,-,-,+,+,0,0
ɞ̃ˤ,+,+,-,+,0,-,+,-,+,-,-,0,-,0,+,-,+,-,+,-,-,-,0,0
ɵ̃ˤ,+,+,-,+,0,-,+,-,+,-,-,0,-,0,+,-,+,-,+,-,+,-,0,0
ʉ̃,+,+,-,+,0,-,+,-,+,-,-,0,-,0,+,+,-,+,+,-,+,-,0,0
ʉ̃ː,+,+,-,+,0,-,+,-,+,-,-,0,-,0,+,+,-,+,+,-,+,+,0,0
ʉ̃ˤ,+,+,-,+,0,-,+,-,+,-,-,0,-,0,+,+,+,+,+,-,+,-,0,0
ɘ̰̃,+,+,-,+,0,-,+,-,+,-,+,0,-,0,-,-,-,-,-,-,+,-,0,0
ɤ̰̃,+,+,-,+,0,-,+,-,+,-,+,0,-,0,-,-,-,+,-,-,+,-,0,0
ɞ̰̃,+,+,-,+,0,-,+,-,+,-,+,0,-,0,+,-,-,-,+,-,-,-,0,0
ɵ̰̃,+,+,-,+,0,-,+,-,+,-,+,0,-,0,+,-,-,-,+,-,+,-,0,0
ɑ̰̃,+,+,-,+,0,-,+,-,+,-,+,0,-,0,-,-,+,+,-,-,+,-,0,0
ʉ̰̃,+,+,-,+,0,-,+,-,+,-,+,0,-,0,+,+,-,+,+,-,+,-,0,0
ɛ̥,+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0
ɛ̈,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0
ɛ,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0
ɛ̝,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0
ɛ̞,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0
ɛ̆,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0
ɛ̟,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0
e̙,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0
ɛ̙,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0
ɛ̠,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0
ɛ̥ː,+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,+,0,0
ɛ̙ː,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,-,+,0,0
e̙ː,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,-,+,0,0
ɛː,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,-,+,0,0
e̥,+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0
ë,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0
e,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0
e̝,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0
e̞,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0
ĕ,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0
e̘,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0
ɛ̘,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0
e̟,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0
e̠,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,-,0,0
e̥ː,+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,+,+,0,0
e̘ː,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,+,0,0
ɛ̘ː,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,+,0,0
eː,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,+,+,0,0
œ̥,+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,-,-,+,-,-,-,0,0
œ̈,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,-,-,0,0
œ,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,-,-,0,0
œ̝,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,-,-,0,0
œ̞,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,-,-,0,0
œ̆,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,-,-,0,0
œ̟,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,-,-,0,0
ø̙,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,-,-,0,0
œ̙,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,-,-,0,0
œ̠,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,-,-,0,0
œ̥ː,+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,-,-,+,-,-,+,0,0
ø̙ː,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,-,+,0,0
œ̙ː,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,-,+,0,0
œː,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,-,+,0,0
ø̥,+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,-,-,+,-,+,-,0,0
ø̈,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,+,-,0,0
ø,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,+,-,0,0
ø̝,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,+,-,0,0
ø̞,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,+,-,0,0
ø̆,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,+,-,0,0
ø̘,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,+,-,0,0
œ̘,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,+,-,0,0
ø̟,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,+,-,0,0
ø̠,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,+,-,0,0
ø̥ː,+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,-,-,+,-,+,+,0,0
ø̘ː,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,+,+,0,0
œ̘ː,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,+,+,0,0
øː,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,+,-,+,+,0,0
ə̥,+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,-,+,-,-,-,-,0,0
ʌ̙,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,-,-,0,0
ə,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,-,-,0,0
ə̝,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,-,-,0,0
ə̞,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,-,-,0,0
ə̆,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,-,-,0,0
ə̟,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,-,-,0,0
ɜ̙,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,-,-,0,0
ə̙,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,-,-,0,0
ə̠,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,-,-,0,0
ɐ̙,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,-,-,0,0
ə̥ː,+,+,-,+,-,-,-,-,-,-,-,0,-,0,-,-,-,+,-,-,-,+,0,0
ə̙ː,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,-,+,0,0
ɜ̙ː,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,-,+,0,0
ɐ̙ː,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,-,-,-,-,+,0,0
ʌ̙ː,+,+,-,+,-,-,-,-,+,-,-,0,-,0,-,-,-,+,-,-,-,+,0,0
