ipa,syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,tense,long,hitone,hireg
ʁʷˀ,-,-,+,+,-,-,-,+,+,-,+,-,-,0,-,+,-,+,+,-,0,-,0,0
ʝʷˀ,-,-,+,+,-,-,-,-,+,-,+,-,-,0,-,+,-,-,+,-,0,-,0,0
ɣ̰ʷ,-,-,+,+,-,-,-,-,+,-,+,-,-,0,-,+,-,+,+,-,0,-,0,0
ʁ̰ʷ,-,-,+,+,-,-,-,+,+,-,+,-,-,0,-,+,-,+,+,-,0,-,0,0
ʝ̰ʷ,-,-,+,+,-,-,-,-,+,-,+,-,-,0,-,+,-,-,+,-,0,-,0,0
ʂʼʲ,-,-,+,+,-,-,-,+,-,-,+,-,+,-,-,+,-,-,-,-,0,-,0,0
ʂʲʼ,-,-,+,+,-,-,-,+,-,-,+,-,+,-,-,+,-,-,-,-,0,-,0,0
ʐ̰ʲ,-,-,+,+,-,-,-,+,+,-,+,-,+,-,-,+,-,-,-,-,0,-,0,0
ʐ̰ˠ,-,-,+,+,-,-,-,+,+,-,+,-,+,-,-,+,-,-,-,-,0,-,0,0
ʂʼʷ,-,-,+,+,-,-,-,+,-,-,+,-,+,-,-,+,-,-,+,-,0,-,0,0
ʂʷʼ,-,-,+,+,-,-,-,+,-,-,+,-,+,-,-,+,-,-,+,-,0,-,0,0
ʂʷˀ,-,-,+,+,-,-,-,+,-,-,+,-,+,-,-,+,-,-,+,-,0,-,0,0
ʐʷˀ,-,-,+,+,-,-,-,+,+,-,+,-,+,-,-,+,-,-,+,-,0,-,0,0
ʐ̰ʷ,-,-,+,+,-,-,-,+,+,-,+,-,+,-,-,+,-,-,+,-,0,-,0,0
ʃʼʲ,-,-,+,+,-,-,-,+,-,-,+,-,+,+,-,+,-,-,-,-,0,-,0,0
ʃʲʼ,-,-,+,+,-,-,-,+,-,-,+,-,+,+,-,+,-,-,-,-,0,-,0,0
ʒ̰ʲ,-,-,+,+,-,-,-,+,+,-,+,-,+,+,-,+,-,-,-,-,0,-,0,0
ʒ̰ˠ,-,-,+,+,-,-,-,+,+,-,+,-,+,+,-,+,-,-,-,-,0,-,0,0
ʃʼʷ,-,-,+,+,-,-,-,+,-,-,+,-,+,+,-,+,-,-,+,-,0,-,0,0
ʃʷʼ,-,-,+,+,-,-,-,+,-,-,+,-,+,+,-,+,-,-,+,-,0,-,0,0
ʃʷˀ,-,-,+,+,-,-,-,+,-,-,+,-,+,+,-,+,-,-,+,-,0,-,0,0
ʒʷˀ,-,-,+,+,-,-,-,+,+,-,+,-,+,+,-,+,-,-,+,-,0,-,0,0
ʒ̰ʷ,-,-,+,+,-,-,-,+,+,-,+,-,+,+,-,+,-,-,+,-,0,-,0,0
sʼʲ,-,-,+,+,-,-,-,+,-,-,+,+,+,-,-,+,-,-,-,-,0,-,0,0
sʲʼ,-,-,+,+,-,-,-,+,-,-,+,+,+,-,-,+,-,-,-,-,0,-,0,0
z̰ʲ,-,-,+,+,-,-,-,+,+,-,+,+,+,-,-,+,-,-,-,-,0,-,0,0
z̰ˠ,-,-,+,+,-,-,-,+,+,-,+,+,+,-,-,+,-,-,-,-,0,-,0,0
sʼʷ,-,-,+,+,-,-,-,+,-,-,+,+,+,-,-,+,-,-,+,-,0,-,0,0
sʷʼ,-,-,+,+,-,-,-,+,-,-,+,+,+,-,-,+,-,-,+,-,0,-,0,0
sʷˀ,-,-,+,+,-,-,-,+,-,-,+,+,+,-,-,+,-,-,+,-,0,-,0,0
zʷˀ,-,-,+,+,-,-,-,+,+,-,+,+,+,-,-,+,-,-,+,-,0,-,0,0
z̰ʷ,-,-,+,+,-,-,-,+,+,-,+,+,+,-,-,+,-,-,+,-,0,-,0,0
s̪ʼʲ,-,-,+,+,-,-,-,+,-,-,+,+,+,+,-,+,-,-,-,-,0,-,0,0
θʼʲ,-,-,+,+,-,-,-,-,-,-,+,+,+,+,-,+,-,-,-,-,0,-,0,0
s̪ʲʼ,-,-,+,+,-,-,-,+,-,-,+,+,+,+,-,+,-,-,-,-,0,-,0,0
θʲʼ,-,-,+,+,-,-,-,-,-,-,+,+,+,+,-,+,-,-,-,-,0,-,0,0
z̪̰ʲ,-,-,+,+,-,-,-,+,+,-,+,+,+,+,-,+,-,-,-,-,0,-,0,0
ð̰ʲ,-,-,+,+,-,-,-,-,+,-,+,+,+,+,-,+,-,-,-,-,0,-,0,0
z̪̰ˠ,-,-,+,+,-,-,-,+,+,-,+,+,+,+,-,+,-,-,-,-,0,-,0,0
ð̰ˠ,-,-,+,+,-,-,-,-,+,-,+,+,+,+,-,+,-,-,-,-,0,-,0,0
θʼʷ,-,-,+,+,-,-,-,-,-,-,+,+,+,+,-,+,-,-,+,-,0,-,0,0
s̪ʷʼ,-,-,+,+,-,-,-,+,-,-,+,+,+,+,-,+,-,-,+,-,0,-,0,0
θʷʼ,-,-,+,+,-,-,-,-,-,-,+,+,+,+,-,+,-,-,+,-,0,-,0,0
s̪ʷˀ,-,-,+,+,-,-,-,+,-,-,+,+,+,+,-,+,-,-,+,-,0,-,0,0
θʷˀ,-,-,+,+,-,-,-,-,-,-,+,+,+,+,-,+,-,-,+,-,0,-,0,0
s̪ʼʷ,-,-,+,+,-,-,-,+,-,-,+,+,+,+,-,+,-,-,+,-,0,-,0,0
z̪ʷˀ,-,-,+,+,-,-,-,+,+,-,+,+,+,+,-,+,-,-,+,-,0,-,0,0
ðʷˀ,-,-,+,+,-,-,-,-,+,-,+,+,+,+,-,+,-,-,+,-,0,-,0,0
z̪̰ʷ,-,-,+,+,-,-,-,+,+,-,+,+,+,+,-,+,-,-,+,-,0,-,0,0
ð̰ʷ,-,-,+,+,-,-,-,-,+,-,+,+,+,+,-,+,-,-,+,-,0,-,0,0
fʼʲ,-,-,+,+,-,-,-,+,-,-,+,+,-,0,+,+,-,-,-,-,0,-,0,0
ɸʼʲ,-,-,+,+,-,-,-,-,-,-,+,+,-,0,+,+,-,-,-,-,0,-,0,0
fʲʼ,-,-,+,+,-,-,-,+,-,-,+,+,-,0,+,+,-,-,-,-,0,-,0,0
ɸʲʼ,-,-,+,+,-,-,-,-,-,-,+,+,-,0,+,+,-,-,-,-,0,-,0,0
v̰ʲ,-,-,+,+,-,-,-,+,+,-,+,+,-,0,+,+,-,-,-,-,0,-,0,0
β̰ʲ,-,-,+,+,-,-,-,-,+,-,+,+,-,0,+,+,-,-,-,-,0,-,0,0
v̰ˠ,-,-,+,+,-,-,-,+,+,-,+,+,-,0,+,+,-,-,-,-,0,-,0,0
β̰ˠ,-,-,+,+,-,-,-,-,+,-,+,+,-,0,+,+,-,-,-,-,0,-,0,0
ɸʼʷ,-,-,+,+,-,-,-,-,-,-,+,+,-,0,+,+,-,-,+,-,0,-,0,0
fʼʷ,-,-,+,+,-,-,-,+,-,-,+,+,-,0,+,+,-,-,+,-,0,-,0,0
fʷʼ,-,-,+,+,-,-,-,+,-,-,+,+,-,0,+,+,-,-,+,-,0,-,0,0
ɸʷʼ,-,-,+,+,-,-,-,-,-,-,+,+,-,0,+,+,-,-,+,-,0,-,0,0
fʷˀ,-,-,+,+,-,-,-,+,-,-,+,+,-,0,+,+,-,-,+,-,0,-,0,0
ɸʷˀ,-,-,+,+,-,-,-,-,-,-,+,+,-,0,+,+,-,-,+,-,0,-,0,0
vʷˀ,-,-,+,+,-,-,-,+,+,-,+,+,-,0,+,+,-,-,+,-,0,-,0,0
βʷˀ,-,-,+,+,-,-,-,-,+,-,+,+,-,0,+,+,-,-,+,-,0,-,0,0
v̰ʷ,-,-,+,+,-,-,-,+,+,-,+,+,-,0,+,+,-,-,+,-,0,-,0,0
β̰ʷ,-,-,+,+,-,-,-,-,+,-,+,+,-,0,+,+,-,-,+,-,0,-,0,0
ħʼʲ,-,-,+,+,-,-,-,-,-,-,+,-,-,0,-,+,+,+,-,-,0,-,0,0
ħʲʼ,-,-,+,+,-,-,-,-,-,-,+,-,-,0,-,+,+,+,-,-,0,-,0,0
ʕ̰ʲ,-,-,+,+,-,-,-,-,+,-,+,-,-,0,-,+,+,+,-,-,0,-,0,0
xˤʼ,-,-,+,+,-,-,-,-,-,-,+,-,-,0,-,+,+,+,-,-,0,-,0,0
çˤʼ,-,-,+,+,-,-,-,-,-,-,+,-,-,0,-,+,+,-,-,-,0,-,0,0
ʕ̰ˠ,-,-,+,+,-,-,-,-,+,-,+,-,-,0,-,+,+,+,-,-,0,-,0,0
ɣ̰ˤ,-,-,+,+,-,-,-,-,+,-,+,-,-,0,-,+,+,+,-,-,0,-,0,0
ʝ̰ˤ,-,-,+,+,-,-,-,-,+,-,+,-,-,0,-,+,+,-,-,-,0,-,0,0
ħʼʷ,-,-,+,+,-,-,-,-,-,-,+,-,-,0,-,+,+,+,+,-,0,-,0,0
ħʷʼ,-,-,+,+,-,-,-,-,-,-,+,-,-,0,-,+,+,+,+,-,0,-,0,0
ħʷˀ,-,-,+,+,-,-,-,-,-,-,+,-,-,0,-,+,+,+,+,-,0,-,0,0
xʷˤʼ,-,-,+,+,-,-,-,-,-,-,+,-,-,0,-,+,+,+,+,-,0,-,0,0
çʷˤʼ,-,-,+,+,-,-,-,-,-,-,+,-,-,0,-,+,+,-,+,-,0,-,0,0
ħʷˤʼ,-,-,+,+,-,-,-,-,-,-,+,-,-,0,-,+,+,+,+,-,0,-,0,0
χʷˤʼ,-,-,+,+,-,-,-,+,-,-,+,-,-,0,-,+,+,+,+,-,0,-,0,0
ʕʷˀ,-,-,+,+,-,-,-,-,+,-,+,-,-,0,-,+,+,+,+,-,0,-,0,0
ʕ̰ʷ,-,-,+,+,-,-,-,-,+,-,+,-,-,0,-,+,+,+,+,-,0,-,0,0
ʂʷˤʼ,-,-,+,+,-,-,-,+,-,-,+,-,+,-,-,+,+,-,+,-,0,-,0,0
ʃʷˤʼ,-,-,+,+,-,-,-,+,-,-,+,-,+,+,-,+,+,-,+,-,0,-,0,0
sʷˤʼ,-,-,+,+,-,-,-,+,-,-,+,+,+,-,-,+,+,-,+,-,0,-,0,0
s̪ʷˤʼ,-,-,+,+,-,-,-,+,-,-,+,+,+,+,-,+,+,-,+,-,0,-,0,0
θʷˤʼ,-,-,+,+,-,-,-,-,-,-,+,+,+,+,-,+,+,-,+,-,0,-,0,0
fʷˤʼ,-,-,+,+,-,-,-,+,-,-,+,+,-,0,+,+,+,-,+,-,0,-,0,0
ɸʷˤʼ,-,-,+,+,-,-,-,-,-,-,+,+,-,0,+,+,+,-,+,-,0,-,0,0
χʰ,-,-,+,+,-,-,-,+,-,+,-,-,-,0,-,-,-,+,-,-,0,-,0,0
ʁ̤,-,-,+,+,-,-,-,+,+,+,-,-,-,0,-,-,-,+,-,-,0,-,0,0
χʰː,-,-,+,+,-,-,-,+,-,+,-,-,-,0,-,-,-,+,-,-,0,+,0,0
ʁ̤ː,-,-,+,+,-,-,-,+,+,+,-,-,-,0,-,-,-,+,-,-,0,+,0,0
ʂʰ,-,-,+,+,-,-,-,+,-,+,-,-,+,-,-,-,-,-,-,-,0,-,0,0
ʐ̤,-,-,+,+,-,-,-,+,+,+,-,-,+,-,-,-,-,-,-,-,0,-,0,0
ʂʰː,-,-,+,+,-,-,-,+,-,+,-,-,+,-,-,-,-,-,-,-,0,+,0,0
ʐ̤ː,-,-,+,+,-,-,-,+,+,+,-,-,+,-,-,-,-,-,-,-,0,+,0,0
ʃʰ,-,-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,-,-,-,-,0,-,0,0
ʒ̤,-,-,+,+,-,-,-,+,+,+,-,-,+,+,-,-,-,-,-,-,0,-,0,0
ʃʰː,-,-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,-,-,-,-,0,+,0,0
ʒ̤ː,-,-,+,+,-,-,-,+,+,+,-,-,+,+,-,-,-,-,-,-,0,+,0,0
sʰ,-,-,+,+,-,-,-,+,-,+,-,+,+,-,-,-,-,-,-,-,0,-,0,0
z̤,-,-,+,+,-,-,-,+,+,+,-,+,+,-,-,-,-,-,-,-,0,-,0,0
sʰː,-,-,+,+,-,-,-,+,-,+,-,+,+,-,-,-,-,-,-,-,0,+,0,0
z̤ː,-,-,+,+,-,-,-,+,+,+,-,+,+,-,-,-,-,-,-,-,0,+,0,0
θʰ,-,-,+,+,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,0,-,0,0
s̪ʰ,-,-,+,+,-,-,-,+,-,+,-,+,+,+,-,-,-,-,-,-,0,-,0,0
z̪̤,-,-,+,+,-,-,-,+,+,+,-,+,+,+,-,-,-,-,-,-,0,-,0,0
ð̤,-,-,+,+,-,-,-,-,+,+,-,+,+,+,-,-,-,-,-,-,0,-,0,0
s̪ʰː,-,-,+,+,-,-,-,+,-,+,-,+,+,+,-,-,-,-,-,-,0,+,0,0
θʰː,-,-,+,+,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,0,+,0,0
z̪̤ː,-,-,+,+,-,-,-,+,+,+,-,+,+,+,-,-,-,-,-,-,0,+,0,0
ð̤ː,-,-,+,+,-,-,-,-,+,+,-,+,+,+,-,-,-,-,-,-,0,+,0,0
ɸʰ,-,-,+,+,-,-,-,-,-,+,-,+,-,0,+,-,-,-,-,-,0,-,0,0
fʰ,-,-,+,+,-,-,-,+,-,+,-,+,-,0,+,-,-,-,-,-,0,-,0,0
v̤,-,-,+,+,-,-,-,+,+,+,-,+,-,0,+,-,-,-,-,-,0,-,0,0
β̤,-,-,+,+,-,-,-,-,+,+,-,+,-,0,+,-,-,-,-,-,0,-,0,0
fʰː,-,-,+,+,-,-,-,+,-,+,-,+,-,0,+,-,-,-,-,-,0,+,0,0
ɸʰː,-,-,+,+,-,-,-,-,-,+,-,+,-,0,+,-,-,-,-,-,0,+,0,0
v̤ː,-,-,+,+,-,-,-,+,+,+,-,+,-,0,+,-,-,-,-,-,0,+,0,0
β̤ː,-,-,+,+,-,-,-,-,+,+,-,+,-,0,+,-,-,-,-,-,0,+,0,0
χˤʰ,-,-,+,+,-,-,-,+,-,+,-,-,-,0,-,-,+,+,-,-,0,-,0,0
ħʰˤ,-,-,+,+,-,-,-,-,-,+,-,-,-,0,-,-,+,+,-,-,0,-,0,0
χʰˤ,-,-,+,+,-,-,-,+,-,+,-,-,-,0,-,-,+,+,-,-,0,-,0,0
ħʰ,-,-,+,+,-,-,-,-,-,+,-,-,-,0,-,-,+,+,-,-,0,-,0,0
ʕ̤,-,-,+,+,-,-,-,-,+,+,-,-,-,0,-,-,+,+,-,-,0,-,0,0
ʁ̤ˤ,-,-,+,+,-,-,-,+,+,+,-,-,-,0,-,-,+,+,-,-,0,-,0,0
ʕ̤ˤ,-,-,+,+,-,-,-,-,+,+,-,-,-,0,-,-,+,+,-,-,0,-,0,0
ħʰː,-,-,+,+,-,-,-,-,-,+,-,-,-,0,-,-,+,+,-,-,0,+,0,0
ʕ̤ː,-,-,+,+,-,-,-,-,+,+,-,-,-,0,-,-,+,+,-,-,0,+,0,0
ʂˤʰ,-,-,+,+,-,-,-,+,-,+,-,-,+,-,-,-,+,-,-,-,0,-,0,0
ʂʰˤ,-,-,+,+,-,-,-,+,-,+,-,-,+,-,-,-,+,-,-,-,0,-,0,0
ʐ̤ˤ,-,-,+,+,-,-,-,+,+,+,-,-,+,-,-,-,+,-,-,-,0,-,0,0
ʃˤʰ,-,-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,+,-,-,-,0,-,0,0
ʃʰˤ,-,-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,+,-,-,-,0,-,0,0
ʒ̤ˤ,-,-,+,+,-,-,-,+,+,+,-,-,+,+,-,-,+,-,-,-,0,-,0,0
sˤʰ,-,-,+,+,-,-,-,+,-,+,-,+,+,-,-,-,+,-,-,-,0,-,0,0
sʰˤ,-,-,+,+,-,-,-,+,-,+,-,+,+,-,-,-,+,-,-,-,0,-,0,0
z̤ˤ,-,-,+,+,-,-,-,+,+,+,-,+,+,-,-,-,+,-,-,-,0,-,0,0
s̪ˤʰ,-,-,+,+,-,-,-,+,-,+,-,+,+,+,-,-,+,-,-,-,0,-,0,0
θˤʰ,-,-,+,+,-,-,-,-,-,+,-,+,+,+,-,-,+,-,-,-,0,-,0,0
s̪ʰˤ,-,-,+,+,-,-,-,+,-,+,-,+,+,+,-,-,+,-,-,-,0,-,0,0
θʰˤ,-,-,+,+,-,-,-,-,-,+,-,+,+,+,-,-,+,-,-,-,0,-,0,0
z̪̤ˤ,-,-,+,+,-,-,-,+,+,+,-,+,+,+,-,-,+,-,-,-,0,-,0,0
ð̤ˤ,-,-,+,+,-,-,-,-,+,+,-,+,+,+,-,-,+,-,-,-,0,-,0,0
ɸˤʰ,-,-,+,+,-,-,-,-,-,+,-,+,-,0,+,-,+,-,-,-,0,-,0,0
fˤʰ,-,-,+,+,-,-,-,+,-,+,-,+,-,0,+,-,+,-,-,-,0,-,0,0
fʰˤ,-,-,+,+,-,-,-,+,-,+,-,+,-,0,+,-,+,-,-,-,0,-,0,0
ɸʰˤ,-,-,+,+,-,-,-,-,-,+,-,+,-,0,+,-,+,-,-,-,0,-,0,0
v̤ˤ,-,-,+,+,-,-,-,+,+,+,-,+,-,0,+,-,+,-,-,-,0,-,0,0
β̤ˤ,-,-,+,+,-,-,-,-,+,+,-,+,-,0,+,-,+,-,-,-,0,-,0,0
xʰʲ,-,-,+,+,-,-,-,-,-,+,-,-,-,0,-,+,-,+,-,-,0,-,0,0
çʰʲ,-,-,+,+,-,-,-,-,-,+,-,-,-,0,-,+,-,-,-,-,0,-,0,0
χʰʲ,-,-,+,+,-,-,-,+,-,+,-,-,-,0,-,+,-,+,-,-,0,-,0,0
çʰ,-,-,+,+,-,-,-,-,-,+,-,-,-,0,-,+,-,-,-,-,0,-,0,0
xʲʰ,-,-,+,+,-,-,-,-,-,+,-,-,-,0,-,+,-,+,-,-,0,-,0,0
çʲʰ,-,-,+,+,-,-,-,-,-,+,-,-,-,0,-,+,-,-,-,-,0,-,0,0
χʲʰ,-,-,+,+,-,-,-,+,-,+,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ʝ̤,-,-,+,+,-,-,-,-,+,+,-,-,-,0,-,+,-,-,-,-,0,-,0,0
ɣ̤ʲ,-,-,+,+,-,-,-,-,+,+,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ʁ̤ʲ,-,-,+,+,-,-,-,+,+,+,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ʝ̤ʲ,-,-,+,+,-,-,-,-,+,+,-,-,-,0,-,+,-,-,-,-,0,-,0,0
çʰː,-,-,+,+,-,-,-,-,-,+,-,-,-,0,-,+,-,-,-,-,0,+,0,0
ʝ̤ː,-,-,+,+,-,-,-,-,+,+,-,-,-,0,-,+,-,-,-,-,0,+,0,0
xʰᶣ,-,-,+,+,-,-,-,-,-,+,-,-,-,0,-,+,-,+,+,-,0,-,0,0
çʰᶣ,-,-,+,+,-,-,-,-,-,+,-,-,-,0,-,+,-,-,+,-,0,-,0,0
χʰᶣ,-,-,+,+,-,-,-,+,-,+,-,-,-,0,-,+,-,+,+,-,0,-,0,0
çʰˠ,-,-,+,+,-,-,-,-,-,+,-,-,-,0,-,+,-,-,-,-,0,-,0,0
xʰˠ,-,-,+,+,-,-,-,-,-,+,-,-,-,0,-,+,-,+,-,-,0,-,0,0
χʰˠ,-,-,+,+,-,-,-,+,-,+,-,-,-,0,-,+,-,+,-,-,0,-,0,0
xʰ,-,-,+,+,-,-,-,-,-,+,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɣ̤,-,-,+,+,-,-,-,-,+,+,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɣ̤ˠ,-,-,+,+,-,-,-,-,+,+,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ʁ̤ˠ,-,-,+,+,-,-,-,+,+,+,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ʝ̤ˠ,-,-,+,+,-,-,-,-,+,+,-,-,-,0,-,+,-,-,-,-,0,-,0,0
xʰː,-,-,+,+,-,-,-,-,-,+,-,-,-,0,-,+,-,+,-,-,0,+,0,0
ɣ̤ː,-,-,+,+,-,-,-,-,+,+,-,-,-,0,-,+,-,+,-,-,0,+,0,0
xʲʷʰ,-,-,+,+,-,-,-,-,-,+,-,-,-,0,-,+,-,+,+,-,0,-,0,0
çʲʷʰ,-,-,+,+,-,-,-,-,-,+,-,-,-,0,-,+,-,-,+,-,0,-,0,0
χʲʷʰ,-,-,+,+,-,-,-,+,-,+,-,-,-,0,-,+,-,+,+,-,0,-,0,0
xʷʰ,-,-,+,+,-,-,-,-,-,+,-,-,-,0,-,+,-,+,+,-,0,-,0,0
çʷʰ,-,-,+,+,-,-,-,-,-,+,-,-,-,0,-,+,-,-,+,-,0,-,0,0
χʷʰ,-,-,+,+,-,-,-,+,-,+,-,-,-,0,-,+,-,+,+,-,0,-,0,0
χʰʷ,-,-,+,+,-,-,-,+,-,+,-,-,-,0,-,+,-,+,+,-,0,-,0,0
xʰʷ,-,-,+,+,-,-,-,-,-,+,-,-,-,0,-,+,-,+,+,-,0,-,0,0
çʰʷ,-,-,+,+,-,-,-,-,-,+,-,-,-,0,-,+,-,-,+,-,0,-,0,0
xʷˠʰ,-,-,+,+,-,-,-,-,-,+,-,-,-,0,-,+,-,+,+,-,0,-,0,0
çʷˠʰ,-,-,+,+,-,-,-,-,-,+,-,-,-,0,-,+,-,-,+,-,0,-,0,0
χʷˠʰ,-,-,+,+,-,-,-,+,-,+,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɣ̤ʷ,-,-,+,+,-,-,-,-,+,+,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ʁ̤ʷ,-,-,+,+,-,-,-,+,+,+,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ʝ̤ʷ,-,-,+,+,-,-,-,-,+,+,-,-,-,0,-,+,-,-,+,-,0,-,0,0
xʷʰː,-,-,+,+,-,-,-,-,-,+,-,-,-,0,-,+,-,+,+,-,0,+,0,0
çʷʰː,-,-,+,+,-,-,-,-,-,+,-,-,-,0,-,+,-,-,+,-,0,+,0,0
χʷʰː,-,-,+,+,-,-,-,+,-,+,-,-,-,0,-,+,-,+,+,-,0,+,0,0
ʂʰʲ,-,-,+,+,-,-,-,+,-,+,-,-,+,-,-,+,-,-,-,-,0,-,0,0
ʂʲʰ,-,-,+,+,-,-,-,+,-,+,-,-,+,-,-,+,-,-,-,-,0,-,0,0
ʐ̤ʲ,-,-,+,+,-,-,-,+,+,+,-,-,+,-,-,+,-,-,-,-,0,-,0,0
ʂʰᶣ,-,-,+,+,-,-,-,+,-,+,-,-,+,-,-,+,-,-,+,-,0,-,0,0
ʂʰˠ,-,-,+,+,-,-,-,+,-,+,-,-,+,-,-,+,-,-,-,-,0,-,0,0
ʐ̤ˠ,-,-,+,+,-,-,-,+,+,+,-,-,+,-,-,+,-,-,-,-,0,-,0,0
ʂʲʷʰ,-,-,+,+,-,-,-,+,-,+,-,-,+,-,-,+,-,-,+,-,0,-,0,0
ʂʷʰ,-,-,+,+,-,-,-,+,-,+,-,-,+,-,-,+,-,-,+,-,0,-,0,0
ʂʰʷ,-,-,+,+,-,-,-,+,-,+,-,-,+,-,-,+,-,-,+,-,0,-,0,0
ʂʷˠʰ,-,-,+,+,-,-,-,+,-,+,-,-,+,-,-,+,-,-,+,-,0,-,0,0
ʐ̤ʷ,-,-,+,+,-,-,-,+,+,+,-,-,+,-,-,+,-,-,+,-,0,-,0,0
ʂʷʰː,-,-,+,+,-,-,-,+,-,+,-,-,+,-,-,+,-,-,+,-,0,+,0,0
ʃʰʲ,-,-,+,+,-,-,-,+,-,+,-,-,+,+,-,+,-,-,-,-,0,-,0,0
ʃʲʰ,-,-,+,+,-,-,-,+,-,+,-,-,+,+,-,+,-,-,-,-,0,-,0,0
ʒ̤ʲ,-,-,+,+,-,-,-,+,+,+,-,-,+,+,-,+,-,-,-,-,0,-,0,0
ʃʰᶣ,-,-,+,+,-,-,-,+,-,+,-,-,+,+,-,+,-,-,+,-,0,-,0,0
ʃʰˠ,-,-,+,+,-,-,-,+,-,+,-,-,+,+,-,+,-,-,-,-,0,-,0,0
ʒ̤ˠ,-,-,+,+,-,-,-,+,+,+,-,-,+,+,-,+,-,-,-,-,0,-,0,0
ʃʲʷʰ,-,-,+,+,-,-,-,+,-,+,-,-,+,+,-,+,-,-,+,-,0,-,0,0
ʃʰʷ,-,-,+,+,-,-,-,+,-,+,-,-,+,+,-,+,-,-,+,-,0,-,0,0
ʃʷʰ,-,-,+,+,-,-,-,+,-,+,-,-,+,+,-,+,-,-,+,-,0,-,0,0
ʃʷˠʰ,-,-,+,+,-,-,-,+,-,+,-,-,+,+,-,+,-,-,+,-,0,-,0,0
ʒ̤ʷ,-,-,+,+,-,-,-,+,+,+,-,-,+,+,-,+,-,-,+,-,0,-,0,0
ʃʷʰː,-,-,+,+,-,-,-,+,-,+,-,-,+,+,-,+,-,-,+,-,0,+,0,0
sʰʲ,-,-,+,+,-,-,-,+,-,+,-,+,+,-,-,+,-,-,-,-,0,-,0,0
sʲʰ,-,-,+,+,-,-,-,+,-,+,-,+,+,-,-,+,-,-,-,-,0,-,0,0
z̤ʲ,-,-,+,+,-,-,-,+,+,+,-,+,+,-,-,+,-,-,-,-,0,-,0,0
sʰᶣ,-,-,+,+,-,-,-,+,-,+,-,+,+,-,-,+,-,-,+,-,0,-,0,0
sʰˠ,-,-,+,+,-,-,-,+,-,+,-,+,+,-,-,+,-,-,-,-,0,-,0,0
z̤ˠ,-,-,+,+,-,-,-,+,+,+,-,+,+,-,-,+,-,-,-,-,0,-,0,0
sʲʷʰ,-,-,+,+,-,-,-,+,-,+,-,+,+,-,-,+,-,-,+,-,0,-,0,0
sʷʰ,-,-,+,+,-,-,-,+,-,+,-,+,+,-,-,+,-,-,+,-,0,-,0,0
sʰʷ,-,-,+,+,-,-,-,+,-,+,-,+,+,-,-,+,-,-,+,-,0,-,0,0
sʷˠʰ,-,-,+,+,-,-,-,+,-,+,-,+,+,-,-,+,-,-,+,-,0,-,0,0
z̤ʷ,-,-,+,+,-,-,-,+,+,+,-,+,+,-,-,+,-,-,+,-,0,-,0,0
sʷʰː,-,-,+,+,-,-,-,+,-,+,-,+,+,-,-,+,-,-,+,-,0,+,0,0
s̪ʰʲ,-,-,+,+,-,-,-,+,-,+,-,+,+,+,-,+,-,-,-,-,0,-,0,0
θʰʲ,-,-,+,+,-,-,-,-,-,+,-,+,+,+,-,+,-,-,-,-,0,-,0,0
s̪ʲʰ,-,-,+,+,-,-,-,+,-,+,-,+,+,+,-,+,-,-,-,-,0,-,0,0
θʲʰ,-,-,+,+,-,-,-,-,-,+,-,+,+,+,-,+,-,-,-,-,0,-,0,0
z̪̤ʲ,-,-,+,+,-,-,-,+,+,+,-,+,+,+,-,+,-,-,-,-,0,-,0,0
ð̤ʲ,-,-,+,+,-,-,-,-,+,+,-,+,+,+,-,+,-,-,-,-,0,-,0,0
s̪ʰᶣ,-,-,+,+,-,-,-,+,-,+,-,+,+,+,-,+,-,-,+,-,0,-,0,0
θʰᶣ,-,-,+,+,-,-,-,-,-,+,-,+,+,+,-,+,-,-,+,-,0,-,0,0
s̪ʰˠ,-,-,+,+,-,-,-,+,-,+,-,+,+,+,-,+,-,-,-,-,0,-,0,0
θʰˠ,-,-,+,+,-,-,-,-,-,+,-,+,+,+,-,+,-,-,-,-,0,-,0,0
z̪̤ˠ,-,-,+,+,-,-,-,+,+,+,-,+,+,+,-,+,-,-,-,-,0,-,0,0
ð̤ˠ,-,-,+,+,-,-,-,-,+,+,-,+,+,+,-,+,-,-,-,-,0,-,0,0
